Category,Deadline,Goal,Pledged,Status,Backers
Gadgets,2015-10-29 17:55:00,50000,17602,failed,103
Apps,2015-01-03 02:01:24,35000,1815,canceled,58
Gadgets,2016-09-18 17:28:10,10000,18355,successful,134
Technology,2016-02-07 19:00:00,50000,8683,failed,8
Technology,2014-05-28 02:41:04,29900,66,failed,3
Hardware,2014-09-20 04:00:43,20000,165,failed,3
DIY Electronics,2015-12-18 08:00:00,190000,40078,failed,124
Web,2014-12-11 02:00:00,2500,4541,successful,46
Hardware,2015-08-07 18:14:23,10000,49321,successful,707
Hardware,2016-07-18 22:41:56,5000,5398,successful,13
Gadgets,2014-09-05 15:00:00,32000,446,failed,11
Technology,2011-12-29 19:11:24,74000,16896.11,failed,53
Web,2016-07-08 17:53:00,10000,0,failed,0
Gadgets,2015-11-10 02:00:58,15000,225,failed,5
Robots,2016-11-30 04:00:00,250000,397427,successful,1871
Software,2012-09-24 22:41:15,5000,297,failed,11
Technology,2013-07-15 03:01:37,10000,88745.11,successful,225
Gadgets,2014-10-23 04:46:30,175000,2,failed,2
Technology,2016-03-10 09:01:38,5000,5790,successful,160
Gadgets,2016-05-14 22:26:49,500000,5,failed,5
Apps,2016-10-16 17:05:27,50000,1,failed,1
Sound,2015-09-07 23:09:02,15000,18881.92,successful,116
Web,2015-08-24 21:13:55,10000,10050,successful,44
Gadgets,2015-12-11 03:59:22,27000,35410,successful,187
Wearables,2014-10-10 23:19:07,7500,136,canceled,5
Apps,2015-09-19 16:25:49,15000,0,failed,0
Technology,2015-11-01 01:20:00,75000,401,failed,9
Hardware,2014-07-19 20:59:26,10000,54492.61,successful,1033
Hardware,2013-12-05 23:52:00,500,2744,successful,43
Technology,2013-12-24 00:21:50,8500,184,failed,11
Hardware,2014-11-20 19:47:52,10000,16901,successful,86
Apps,2015-08-03 23:17:06,10000,101,failed,2
Apps,2016-04-20 20:00:26,5000,1228,failed,26
Wearables,2014-07-05 05:00:00,20000,23668,successful,109
Apps,2016-02-21 22:46:52,75000,0,failed,0
Technology,2015-10-03 21:51:46,500,71,failed,7
Apps,2015-10-14 22:03:16,25000,4944,failed,78
Technology,2015-11-20 18:05:25,50000,11514,suspended,234
Technology,2016-04-07 18:31:53,57000,301,failed,6
Robots,2015-08-23 19:54:01,300,0,canceled,0
Technology,2014-07-12 03:08:54,10000,11251,successful,203
Technology,2012-02-03 19:01:25,4900,202,failed,4
Hardware,2013-03-28 22:07:15,5000,57358.75,successful,1242
Flight,2015-01-11 03:00:00,6500,305,failed,7
Technology,2015-10-10 01:58:10,30000,264,failed,22
Software,2016-03-17 16:47:22,500000,2,failed,2
Web,2014-09-19 21:19:19,205,0,failed,0
Robots,2012-06-17 00:00:00,2600,4231,successful,45
Web,2015-07-25 19:26:17,10000,0,canceled,0
Web,2016-01-08 22:30:09,100000,0,failed,0
Apps,2015-03-04 02:01:55,20000,2,failed,2
Apps,2016-06-13 02:06:57,25000,0,canceled,0
Apps,2016-05-08 22:23:04,10000,0,failed,0
Hardware,2013-11-25 22:06:27,130000,17444.5,failed,95
Web,2015-04-07 01:19:31,490000,0,suspended,0
Software,2015-06-27 21:53:56,1500,150,failed,3
Web,2015-05-15 18:59:00,10000,12280,successful,41
3D Printing,2015-01-20 04:02:50,7500,7610,successful,37
Apps,2016-01-27 22:52:05,7500,5,failed,1
Technology,2014-05-22 23:08:49,30000,201,failed,13
Hardware,2014-09-08 04:00:51,1500,724,failed,16
Gadgets,2016-07-02 09:00:00,35000,1144399.78,successful,8897
Web,2014-12-28 19:06:15,30000,0,failed,0
Apps,2015-03-17 19:31:00,42999,1,failed,1
Software,2012-06-03 15:04:38,19000,21421.47,successful,467
Hardware,2013-04-20 19:57:27,13915,264,failed,3
Flight,2013-12-28 04:35:00,2800,7281,successful,64
Hardware,2015-09-05 21:10:30,25000,4282,failed,43
Technology,2016-04-22 17:22:58,45000,0,canceled,0
Gadgets,2014-07-01 05:59:00,386000,155,canceled,2
Software,2014-03-08 21:06:46,20000,21198,successful,123
Apps,2014-11-15 09:08:23,29000,227,failed,5
Technology,2016-11-17 18:11:26,5000,20,failed,3
Gadgets,2016-07-29 18:26:08,3000,1,failed,1
Software,2016-04-20 20:00:55,2000,456,failed,13
Apps,2015-12-30 09:26:02,2400,562,failed,26
Web,2015-07-03 23:06:49,100,25,canceled,1
Software,2015-09-18 02:28:19,500,100,failed,2
Technology,2016-12-18 19:32:44,15000,410,canceled,2
Apps,2016-10-19 23:22:13,10000,50,canceled,1
Hardware,2013-09-22 05:00:00,52000,56356,successful,117
Apps,2016-09-03 21:55:49,5000,75,canceled,2
Gadgets,2015-01-17 09:05:48,10000,20006,successful,180
Hardware,2014-05-31 08:59:00,72000,1957,failed,19
Web,2016-01-13 04:15:06,30000,0,failed,0
Web,2015-07-25 06:23:32,12000,11,failed,2
Technology,2015-09-04 03:59:40,26000,61,failed,3
Hardware,2016-02-26 16:17:51,32000,38076,successful,661
Makerspaces,2016-11-23 21:38:32,1000,416,failed,11
Technology,2016-08-27 05:08:01,10000,0,failed,0
Apps,2015-06-13 21:03:05,100000,0,failed,0
Hardware,2015-03-30 14:00:08,40000,7005,canceled,53
Technology,2015-07-26 18:05:00,25000,340,failed,6
Technology,2013-01-02 05:59:00,30000,2010,failed,28
Hardware,2013-12-18 04:59:00,17495,263,failed,10
Technology,2015-11-15 15:43:46,4000,0,canceled,0
Apps,2014-09-13 01:21:04,500000,15,failed,2
Hardware,2014-09-23 14:04:21,75000,55060,failed,203
Software,2011-05-13 03:00:00,18000,31475.1,successful,584
Apps,2015-06-09 02:23:05,22000,0,failed,0
Gadgets,2015-04-14 07:00:00,18000,27039,successful,227
Software,2014-06-28 19:34:00,25000,115,failed,3
Web,2014-12-03 17:18:54,25000,0,failed,0
Software,2015-01-03 04:12:55,20000,175,failed,2
Hardware,2012-07-10 22:58:17,5000,10449,successful,245
Gadgets,2015-12-03 22:17:41,1000,3,failed,3
Technology,2014-08-29 19:34:56,1500,86,failed,6
Web,2014-09-25 19:29:09,10000,100,failed,1
Apps,2014-12-14 05:46:47,2000,1,failed,1
Technology,2015-12-07 05:59:00,25000,3062,failed,62
Software,2011-03-08 02:00:00,10000,2161,failed,32
Flight,2014-08-08 17:16:30,1000,50,failed,2
Technology,2016-08-19 09:45:36,40000,6386,canceled,84
Web,2014-09-18 23:58:34,100000,1063,canceled,40
Apps,2016-12-01 15:00:04,32348,11078,failed,17
Technology,2016-08-01 21:57:00,10000,0,failed,0
Gadgets,2015-11-05 23:59:00,39000,87414.04,canceled,1564
Hardware,2013-09-22 05:44:25,2000,6305,successful,124
Apps,2014-08-19 02:00:20,5000,28,failed,4
Technology,2015-05-30 17:43:35,22000,0,failed,0
Gadgets,2014-10-16 05:29:12,35000,0,canceled,0
Sound,2016-03-22 17:43:29,25000,5719,failed,95
Technology,2014-12-20 02:17:34,75000,20,failed,1
Software,2014-08-17 05:33:00,33000,2,failed,1
Apps,2016-10-28 17:44:08,20000,501,failed,9
Technology,2011-05-16 06:00:00,8200,425,failed,9
Apps,2015-11-19 20:58:56,21000,0,failed,0
Software,2016-11-28 21:10:29,200000,101,failed,3
Fabrication Tools,2014-12-17 19:18:06,10000,125,failed,2
Web,2014-07-02 15:23:42,5000,10,canceled,2
Robots,2014-12-10 18:55:02,24000,5136,canceled,6
Software,2012-03-10 05:00:00,30000,61609.94,successful,1366
Apps,2016-10-28 14:33:47,20000,617,failed,12
Apps,2016-08-20 23:38:09,235000,260,failed,6
Technology,2016-10-01 04:16:39,3999,80,failed,4
Wearables,2015-10-02 08:59:00,10000,50605,successful,548
Web,2015-05-20 17:05:44,25000,0,failed,0
Camera Equipment,2014-05-31 03:30:33,15000,1654,failed,27
Web,2015-10-30 00:16:07,15000,0,failed,0
Hardware,2015-04-05 19:42:40,15000,4257,failed,35
Technology,2014-11-09 07:35:58,8500,65,failed,3
Software,2014-08-29 18:10:34,50000,10,failed,1
Wearables,2016-05-21 11:02:18,29000,1108,failed,17
Technology,2015-04-01 22:46:37,10000,100,failed,1
Hardware,2015-12-02 19:00:30,500000,156,failed,9
Web,2015-03-29 20:36:42,149000,0,canceled,0
Technology,2016-04-07 04:14:57,15000,546,failed,5
3D Printing,2015-12-22 00:50:07,1000,1719,successful,13
Technology,2016-07-07 03:17:43,10000,29,failed,1
Apps,2016-09-01 16:13:35,10000,0,canceled,0
Sound,2011-05-29 21:27:34,1025,1140,successful,24
Software,2014-09-30 21:00:00,5000,0,failed,0
Technology,2013-06-08 20:25:02,3200,987,failed,10
Web,2016-07-24 18:57:18,23000,153,failed,3
Technology,2014-02-11 18:01:57,100000,169187.03,successful,5989
Technology,2016-02-17 17:26:05,5000,0,canceled,0
Hardware,2012-01-21 20:39:10,10000,90,canceled,2
Hardware,2012-06-20 09:06:36,125000,8478.5,failed,103
Sound,2016-07-05 05:58:55,82500,7458,failed,152
Hardware,2015-08-30 16:25:17,21000,0,failed,0
Apps,2016-09-14 02:53:21,20000,1,failed,1
Hardware,2015-10-29 14:59:00,50000,276865.77,successful,3399
3D Printing,2015-02-06 03:24:24,100000,171664,successful,125
Technology,2012-04-24 11:50:55,30000,0,canceled,0
Software,2015-01-21 20:14:55,10000,0,failed,0
Gadgets,2016-11-26 21:17:29,10000,226824,successful,7885
Hardware,2016-11-23 21:41:17,25000,30,failed,2
Space Exploration,2015-11-26 21:54:21,150,970,successful,45
Technology,2015-02-21 17:54:48,15000,4,failed,4
Hardware,2014-10-16 21:22:39,250000,0,failed,0
Flight,2015-12-01 02:00:00,2999,0,failed,0
Gadgets,2015-08-10 19:48:57,20000,68,failed,2
Hardware,2016-08-20 17:15:05,50000,2952508.59,successful,16732
Apps,2016-07-28 20:46:19,10000,3419.99,failed,12
Technology,2011-11-22 13:59:25,8400,903,failed,25
Software,2014-07-15 21:20:14,10000,46,failed,4
Gadgets,2015-05-31 21:00:44,20000,31211,successful,655
Gadgets,2016-06-16 22:50:48,750000,380,canceled,2
Technology,2013-05-18 21:37:15,1000,1297,successful,70
Robots,2013-12-22 18:00:26,15000,20593.04,successful,188
Web,2016-07-03 22:44:01,1000,41,failed,3
Technology,2015-01-02 02:14:48,1700,2041,successful,80
Apps,2015-09-02 19:31:27,15000,500,canceled,2
Technology,2012-03-03 17:19:00,5000,150,canceled,1
Software,2015-07-30 16:11:40,150000,0,failed,0
Software,2012-04-07 01:38:14,12000,125,failed,3
Apps,2015-07-05 22:41:51,3000,0,failed,0
Gadgets,2014-12-04 18:11:02,50000,55017,successful,255
Hardware,2014-02-21 15:22:19,250000,1509506.28,successful,3331
Technology,2014-03-12 16:55:59,20000,50,failed,1
Gadgets,2015-04-12 20:31:36,5000,1932,failed,44
Gadgets,2016-05-31 00:46:33,10000,29308.7,successful,332
Technology,2015-09-04 18:16:57,150000,0,failed,0
Hardware,2015-05-10 07:00:05,30000,18681,canceled,158
Gadgets,2016-07-19 02:28:46,75000,587,failed,11
Web,2014-10-09 21:00:41,1000,0,failed,0
Wearables,2016-05-14 16:01:26,50000,81095,suspended,327
Software,2016-09-23 21:17:59,20000,0,failed,0
Software,2014-09-06 22:21:06,150000,1,failed,1
3D Printing,2015-04-03 20:45:00,15000,27,failed,3
Technology,2016-04-06 16:45:59,15000,0,failed,0
Hardware,2013-04-13 21:53:34,20000000,61456,failed,67
Technology,2015-05-08 18:29:43,60000,2011,failed,7
Wearables,2015-01-01 07:59:00,6000,891,failed,26
Apps,2015-04-29 20:40:07,15000,100,canceled,1
Technology,2014-03-31 22:22:00,11464,157,failed,6
Gadgets,2015-04-29 18:05:22,8000,0,canceled,0
Software,2015-12-30 18:04:55,80000,120,failed,2
Hardware,2014-07-04 09:00:34,69000,154106.36,successful,896
Technology,2013-02-10 04:54:50,50000,7037,failed,93
Apps,2015-05-02 14:18:38,1300000,50,failed,1
Technology,2013-10-10 00:54:27,10000,60,canceled,2
Technology,2016-07-21 16:02:03,800,7017,suspended,275
Hardware,2014-08-07 16:35:51,25000,787612.73,successful,2246
Gadgets,2014-10-26 22:58:19,15000,1206,canceled,8
Hardware,2012-10-16 05:59:00,11000,1727,failed,24
Technology,2011-05-30 10:10:52,1337,200,failed,3
Gadgets,2015-07-15 20:44:26,25000,0,canceled,0
Gadgets,2015-01-07 23:42:50,10000,81,failed,5
Gadgets,2015-10-16 16:59:32,50000,124097,successful,648
Technology,2016-03-27 14:30:37,6000,6545,successful,39
Hardware,2014-03-12 17:38:50,1200,1483,successful,23
DIY Electronics,2014-08-01 05:59:00,8000,8675,successful,114
Apps,2015-04-07 00:15:33,10000,0,canceled,0
Gadgets,2014-08-11 18:15:18,9000,167,canceled,14
Hardware,2010-06-10 06:00:00,5000,0,failed,0
Apps,2015-08-07 22:01:14,45000,0,canceled,0
Software,2012-09-14 03:25:50,30000,7422,canceled,75
Technology,2013-10-30 21:24:37,100000,2238,failed,52
Web,2015-09-17 20:35:03,21000,21560.52,successful,458
Technology,2015-03-01 05:59:00,30000,30076,successful,85
Hardware,2015-04-24 20:24:45,60000,705,failed,20
Flight,2014-05-10 06:57:28,10000,100,failed,3
Web,2015-02-06 06:59:00,3500,38,canceled,4
DIY Electronics,2014-10-31 21:23:00,125000,1,failed,1
Apps,2014-10-03 00:22:08,45000,5,failed,1
Web,2015-04-03 00:50:58,3000,0,failed,0
Technology,2012-05-08 07:04:08,5000,1457,failed,28
Hardware,2013-11-03 18:21:19,40000,5404,failed,14
Technology,2015-11-11 21:00:43,500,0,canceled,0
Software,2010-08-21 01:28:00,30000,1206,failed,32
Apps,2014-11-19 22:10:43,20000,0,canceled,0
Apps,2014-08-20 03:03:59,100,8,failed,3
Hardware,2013-01-12 11:02:11,10000,34631,successful,78
Software,2014-05-28 15:39:34,50000,187,failed,5
Hardware,2014-01-19 19:29:14,4000,587,failed,52
Apps,2014-11-06 12:55:48,1000,240,failed,28
Web,2016-03-14 21:33:38,15000,3,failed,3
Web,2015-05-08 18:32:11,13200,1775,failed,14
Software,2015-02-08 05:56:27,15000,2558,failed,30
Technology,2011-05-21 00:17:01,2000,0,failed,0
Technology,2014-08-12 23:30:00,700000,10460,failed,6
Wearables,2016-08-31 21:20:38,25000,41,canceled,3
Gadgets,2015-03-29 08:00:00,13000,1253,failed,43
Technology,2016-06-09 16:52:06,13000,0,failed,0
Apps,2016-06-02 18:42:09,15000,0,failed,0
Apps,2016-07-09 22:38:43,1500,26,failed,2
Web,2015-03-12 01:12:39,15000,0,failed,0
Sound,2015-03-20 22:28:08,100000,1,failed,1
Technology,2016-03-03 17:51:41,10000,53623,successful,125
Apps,2015-04-18 02:54:23,5000,0,failed,0
Technology,2012-07-13 03:16:23,3500,697,failed,11
Gadgets,2014-11-20 17:34:19,8000,555,canceled,15
Web,2016-09-25 18:34:39,2500,163,failed,4
Hardware,2014-06-23 00:28:18,135000,2597,failed,18
Wearables,2014-09-05 22:30:02,100000,305,failed,4
Hardware,2013-02-21 21:23:06,20000,103621,successful,1039
Technology,2013-12-15 03:59:28,66000,155,failed,6
Technology,2016-03-04 16:49:40,2000,18085,successful,456
Technology,2015-01-31 10:43:07,25000,2,failed,2
Technology,2016-03-11 18:38:01,50000,3225,failed,22
3D Printing,2014-12-25 05:59:00,5000,5386,successful,38
Apps,2015-09-21 21:53:17,12000,12001,successful,102
Web,2015-08-29 23:57:38,5000,0,canceled,0
Apps,2016-07-01 08:59:00,3200,3300,successful,26
Technology,2015-05-13 22:32:38,60000,6,failed,2
Web,2016-09-23 22:29:18,100000,100,failed,1
Apps,2015-03-20 18:28:19,15000,737,failed,23
Technology,2010-10-04 18:00:00,1250,290,failed,7
Hardware,2014-12-25 17:25:28,350000,285,failed,3
Apps,2016-06-16 19:38:50,65000,1375,failed,6
Technology,2015-10-15 13:45:22,25000,25484.01,successful,186
Apps,2015-07-17 01:17:31,50000,0,failed,0
Technology,2014-08-16 22:51:07,20000,20,failed,3
Technology,2016-10-11 14:35:35,50000,55051.5,successful,256
Technology,2013-05-28 05:56:12,200000,13566,canceled,48
DIY Electronics,2016-09-08 08:59:00,5000,186151.16,successful,3173
Gadgets,2015-02-21 08:00:00,26500,129,failed,7
Technology,2016-01-29 01:11:14,22000,220,failed,10
Software,2014-09-05 03:48:38,2200,0,failed,0
Technology,2014-08-08 20:38:09,50000,36,failed,4
Hardware,2015-08-27 00:26:46,50000,326,canceled,5
Software,2012-03-16 15:56:00,25000,65,failed,6
Technology,2014-11-09 21:38:02,100000,200,failed,2
Hardware,2014-12-03 18:11:35,10000,10717,successful,65
Gadgets,2015-09-28 20:54:28,120000,330,failed,2
Hardware,2014-03-16 03:41:23,28000,81626,successful,194
Apps,2014-06-29 03:35:04,400000,0,failed,0
Technology,2012-05-31 01:37:54,2000,2577,successful,75
Software,2014-09-02 07:55:22,137000,231,failed,9
Technology,2011-01-07 07:46:19,10000,155,canceled,8
Technology,2014-07-15 21:27:00,50000,237,failed,9
Gadgets,2014-12-18 21:03:03,25000,8909,failed,153
Apps,2015-06-29 21:57:52,15000,0,canceled,0
Web,2015-08-08 07:57:28,50000,50,failed,2
Technology,2015-07-11 17:47:12,400,160,failed,4
Apps,2014-10-31 05:00:00,15000,2,failed,2
Wearables,2016-11-25 15:35:11,25000,25064,successful,152
Apps,2016-05-10 18:29:30,12000,10,failed,6
Web,2015-06-12 22:51:08,15500,0,failed,0
Software,2015-07-15 23:37:31,250000,100,failed,2
Apps,2015-09-16 20:48:33,2000,0,failed,0
Web,2014-08-23 04:19:12,2500,0,failed,0
Web,2014-11-14 00:44:23,1999,5,failed,1
Software,2015-06-28 06:11:52,1000000,425,failed,6
Apps,2015-11-08 19:07:56,1000,25,canceled,1
Wearables,2016-02-05 15:00:00,20000,312187,successful,1538
Technology,2014-06-30 16:14:48,25000,546852.41,suspended,9771
Apps,2014-12-13 17:21:33,29000,30,failed,1
Apps,2016-01-29 02:15:00,80000,0,failed,0
Technology,2014-07-20 05:00:00,25000,206112.5,successful,2027
Technology,2014-08-01 13:54:46,1000,2290,successful,47
Apps,2016-08-19 16:40:18,2000,108,failed,7
3D Printing,2016-04-01 07:57:55,30000,32276.66,successful,548
Technology,2014-11-14 19:06:32,100000,731,failed,7
Gadgets,2015-01-04 08:59:00,40000,50237,successful,673
Technology,2014-10-01 18:49:00,15000,650,canceled,5
Web,2015-07-08 16:44:59,7500,1,failed,1
Hardware,2014-01-01 05:59:00,25000,26046.01,successful,132
Technology,2011-03-11 22:37:15,10000,292,failed,10
Web,2016-05-03 00:03:47,30000,22,failed,4
Technology,2014-04-03 14:24:02,6000,6854,successful,160
Apps,2016-01-01 08:59:00,25000,2495,failed,22
Web,2016-03-09 06:15:21,5000,0,failed,0
Apps,2015-05-21 18:27:25,20000,0,failed,0
Technology,2016-07-01 08:59:00,35000,38484,successful,141
Gadgets,2016-04-12 22:46:17,20000,221,failed,10
Apps,2016-03-20 01:13:58,3000,41,failed,3
Flight,2015-02-14 00:12:52,1000,16,failed,4
Technology,2012-07-01 22:33:43,250000,1,canceled,1
Technology,2010-04-05 02:09:00,1000,0,failed,0
Apps,2015-06-11 00:44:11,100000,0,failed,0
Apps,2016-07-23 16:31:34,15000,1050,failed,5
Apps,2016-08-19 16:09:31,50000,1,failed,1
Technology,2014-04-23 19:21:00,1500,29,canceled,7
Technology,2014-07-18 13:10:59,150000,1150,failed,7
Technology,2015-08-30 16:49:38,15000,10,failed,2
Apps,2014-07-05 02:17:47,3500,0,failed,0
Hardware,2013-03-07 14:24:32,300000,8457,canceled,95
Technology,2016-06-25 18:51:47,80000,5714,failed,23
Gadgets,2014-07-31 22:39:00,60000,0,canceled,0
Technology,2012-05-04 17:59:24,150000,2587,canceled,35
Software,2016-02-17 22:03:22,50000,603,failed,12
Apps,2015-04-03 01:37:00,7500,0,failed,0
Hardware,2014-03-03 09:03:14,10000,25031.55,successful,289
Software,2015-01-01 20:56:33,3000,20,suspended,3
Fabrication Tools,2015-03-20 19:35:08,85000,1,failed,1
Apps,2016-11-14 00:46:32,750,0,failed,0
Software,2010-09-09 20:03:47,6000,50,failed,2
Web,2015-10-15 19:28:54,25000,3251,canceled,59
Software,2009-11-24 07:08:00,4000,1101,failed,19
Gadgets,2015-08-11 00:23:19,10000,389,failed,21
Technology,2014-12-31 20:18:28,2500,7,failed,3
Hardware,2013-08-08 08:21:27,12000,7916,failed,125
Technology,2012-11-10 19:19:56,5500,6080,successful,89
Apps,2014-10-27 21:19:51,7500,0,canceled,0
Hardware,2011-11-16 12:37:28,20000,3782,failed,51
Gadgets,2015-10-19 18:14:43,2000,0,failed,0
Apps,2015-07-03 21:19:53,100,152,successful,4
Gadgets,2015-05-14 00:30:09,92500,23709,failed,42
Apps,2015-07-23 22:26:27,30000,0,failed,0
Technology,2014-05-08 19:34:04,3000,36,failed,4
Web,2014-11-20 04:00:00,1000,100,failed,1
Sound,2015-12-31 23:59:00,500000,231190,failed,413
Gadgets,2015-06-20 04:18:37,100000,1059,failed,41
Apps,2014-10-07 01:20:14,3500,0,failed,0
Flight,2016-03-07 00:27:31,199000,29,failed,3
DIY Electronics,2014-11-05 15:56:26,2150,1266,canceled,24
Web,2015-06-13 17:02:27,15000,0,failed,0
Web,2016-07-06 17:47:50,30000,1,failed,1
Gadgets,2016-04-16 01:44:18,1000,2,failed,1
Technology,2015-11-25 17:25:56,50000,0,failed,0
DIY Electronics,2013-07-07 23:00:00,50000,107783.01,successful,1229
Apps,2014-09-29 17:42:37,10000,47560,successful,502
Apps,2014-12-20 01:17:33,500,0,failed,0
Gadgets,2015-12-04 18:10:02,12350,0,failed,0
Robots,2014-11-15 06:53:57,1000,150,failed,3
Apps,2016-07-30 23:17:31,5000,380,failed,9
DIY Electronics,2015-09-27 10:00:00,30000,15040,failed,257
Web,2015-01-02 22:14:16,124000,0,canceled,0
Technology,2011-01-17 02:45:23,12500,16055,successful,140
Hardware,2013-08-20 10:46:00,700,1723,successful,68
Hardware,2013-06-24 01:44:53,23000,1181,failed,13
Robots,2015-01-19 16:11:00,50000,13408,failed,81
Software,2010-02-15 23:19:00,200,0,failed,0
Hardware,2015-07-02 17:32:42,50000,60534,canceled,126
Technology,2012-02-27 18:00:00,35000,54205.86,successful,1623
Apps,2014-11-20 00:24:15,22000,432,failed,20
Web,2015-02-28 10:00:48,5000,2,failed,2
Apps,2016-05-10 22:19:56,6000,2,failed,2
Hardware,2016-01-01 08:12:50,50000,121,failed,4
Robots,2015-05-08 03:11:30,5500,785,suspended,3
Web,2016-04-19 01:10:07,10000,1,failed,1
Software,2014-09-10 05:57:00,10000,20254,successful,80
Software,2014-12-31 21:52:02,1000,12,failed,3
Apps,2015-06-17 00:16:10,500000,0,failed,0
Technology,2014-10-29 19:41:30,100000,365,failed,7
Technology,2012-12-21 10:25:00,700000,275478.2,failed,1949
Robots,2016-01-19 07:02:46,17500,1720,failed,27
Space Exploration,2014-11-08 19:45:02,83000,12947,failed,71
Web,2014-12-14 00:32:00,500000,0,failed,0
Apps,2014-10-10 15:53:07,15000,0,failed,0
Technology,2015-08-13 01:12:19,65000,0,failed,0
Technology,2013-03-17 17:41:28,50000,441,failed,7
Technology,2011-08-12 01:01:09,18500,2171,failed,55
Technology,2015-11-23 16:09:05,25000,151,failed,2
Apps,2015-06-06 01:33:22,20000,0,canceled,0
Apps,2016-01-22 11:48:20,30000,0,failed,0
Technology,2012-09-30 16:48:29,38900,46671.01,successful,334
Hardware,2015-07-03 23:52:00,500,0,canceled,0
Technology,2013-05-09 09:47:37,10000,10500,successful,120
3D Printing,2015-08-26 23:51:23,110000,53,failed,6
Web,2015-06-10 22:10:43,5000,0,failed,0
Camera Equipment,2015-01-08 01:54:45,15000,23279,successful,314
Technology,2011-07-08 13:58:53,8500,24075.23,successful,134
Technology,2013-03-10 16:03:26,3000,366,canceled,14
Technology,2013-08-05 17:47:27,15000,438,failed,21
Software,2014-10-23 20:24:36,15000,26,failed,2
Technology,2016-05-11 19:26:56,27500,62,failed,6
Web,2015-08-01 19:53:00,75000,3781,failed,28
Web,2016-04-16 20:43:26,25000,26,failed,2
Apps,2015-02-21 22:41:49,12000,112,failed,4
Technology,2015-08-06 00:44:22,25000,0,canceled,0
Flight,2015-07-13 01:16:32,2000,0,suspended,0
Web,2015-03-12 04:02:36,2000,12,failed,4
Hardware,2015-05-12 08:31:00,473000,2,failed,2
Apps,2015-07-25 00:18:33,3000,815,failed,7
Camera Equipment,2015-12-20 08:59:00,10000,10085,successful,28
Apps,2016-11-04 07:03:27,70000,101,failed,2
Hardware,2015-03-04 22:38:12,49178,3131,failed,31
Apps,2015-07-10 19:09:34,120000,0,failed,0
Apps,2016-08-25 04:42:46,6000,319,failed,12
Hardware,2014-10-03 23:36:58,287353,200,failed,6
Hardware,2014-07-01 14:26:26,150000,86887.99,failed,519
Hardware,2013-11-20 23:40:29,1500,1143,failed,20
Technology,2011-10-03 22:33:19,15000,50,failed,2
Sound,2012-12-18 08:59:00,20000,45556,successful,230
Robots,2015-10-02 03:10:33,3000,1773,failed,11
Software,2013-03-10 16:58:21,1000,0,failed,0
Technology,2015-07-09 17:09:59,10000,75,canceled,2
Apps,2015-12-01 00:41:00,250000,0,failed,0
Apps,2015-12-19 03:00:36,10000,480,failed,7
Sound,2015-10-21 08:30:00,100000,463648,successful,5799
Technology,2014-10-16 03:41:51,1000000,1,canceled,1
Apps,2014-10-05 00:56:52,25000,105,canceled,13
Gadgets,2016-09-17 02:00:00,10000,595,canceled,5
Wearables,2015-04-26 22:55:59,50000,861,failed,17
Technology,2010-06-04 01:42:00,350,350,successful,16
Web,2014-12-18 02:14:35,20000,5,failed,1
Hardware,2013-12-15 06:00:00,25000,36028.14,successful,373
Apps,2016-02-05 18:47:11,20000,1,failed,1
Apps,2016-08-27 17:45:40,150000,166,failed,4
Software,2015-04-12 20:33:05,95000,1211,failed,14
Gadgets,2014-11-01 18:00:00,1000,1476,successful,46
Hardware,2016-08-28 01:49:44,75000,95794,successful,290
Apps,2015-05-21 18:24:40,20000,258,failed,5
Space Exploration,2015-01-15 22:54:55,347,353,successful,14
Software,2015-12-18 23:40:02,7500,0,failed,0
DIY Electronics,2015-10-09 03:27:01,3000,1888,failed,105
Apps,2014-12-19 22:40:51,20000,231,failed,5
Technology,2013-08-22 20:28:24,10000,4324.66,canceled,36
Web,2014-09-15 16:12:00,500,549,successful,11
Apps,2016-09-12 19:55:57,49650,454,failed,18
Hardware,2013-08-19 07:19:00,30000,37554,successful,249
Technology,2015-07-04 14:04:52,70000,250,failed,4
DIY Electronics,2013-04-05 05:45:00,5000,352700,successful,3579
Hardware,2013-12-04 18:03:59,14000,20621.01,successful,213
Apps,2014-09-02 14:26:29,24000,1,failed,1
Software,2014-04-03 17:58:57,100000,25,canceled,1
Technology,2010-05-15 05:59:00,7000,1045,failed,12
Technology,2013-07-26 19:27:02,10000,53597,successful,314
Robots,2011-05-09 20:15:42,2500,3424,successful,73
Flight,2015-05-20 22:10:11,50000,0,failed,0
Technology,2013-10-12 19:56:41,35000,37461.37,successful,557
DIY Electronics,2014-10-25 00:30:54,5000,57,failed,9
Software,2015-01-01 06:00:00,10000,393,failed,17
Software,2012-07-31 22:17:06,400,150,failed,3
Software,2015-08-20 00:26:07,10000,0,failed,0
Web,2015-12-02 18:52:59,7500,8,failed,8
Technology,2015-03-26 12:02:13,100000,1309,canceled,10
Hardware,2013-10-09 21:41:08,20000,3456,failed,39
Gadgets,2016-02-15 00:00:00,50000,585,failed,7
Technology,2013-11-23 05:59:00,1300,1414.13,successful,47
Gadgets,2016-08-20 08:29:51,50000,18235.6,failed,272
Hardware,2014-12-01 21:41:59,1500,10,failed,1
Apps,2016-07-15 19:51:31,2500,385,failed,5
Web,2015-05-25 19:31:07,100000,3411,canceled,17
Web,2015-02-22 01:58:43,50000,1,failed,1
